TCS,PHASE,LAST_UPDATED,PHASE_STATUS,PHASE_PED_STATUS,PHASE_HOLD,PHASE_CALL,PHASE_OMIT,PHASE_PED_CALL,PHASE_PED_OMIT,PHASE_STATUS_TEXT,PHASE_PED_STATUS_TEXT,PHASE_CALL_TEXT
217,4,2024-06-20T20:11:10Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
217,6,2024-06-20T20:11:10Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
217,6,2024-06-20T20:11:10Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
217,8,2024-06-20T20:11:10Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
343,2,2024-06-20T20:11:10Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
343,4,2024-06-20T20:11:10Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
343,6,2024-06-20T20:11:10Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
343,8,2024-06-20T20:11:10Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
326,2,2024-06-20T20:11:10Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
326,2,2024-06-20T20:11:10Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
326,6,2024-06-20T20:11:10Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
326,6,2024-06-20T20:11:10Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
391,2,2024-06-20T20:11:10Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
391,2,2024-06-20T20:11:10Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
391,2,2024-06-20T20:11:10Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
391,6,2024-06-20T20:11:10Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
391,6,2024-06-20T20:11:10Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
391,6,2024-06-20T20:11:10Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
389,2,2024-06-20T20:11:10Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
389,6,2024-06-20T20:11:10Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
396,2,2024-06-20T20:11:10Z,10,3,,,,,,End Yellow Clearance,Begin Solid Dont Walk,
396,6,2024-06-20T20:11:10Z,10,3,,,,,,End Yellow Clearance,Begin Solid Dont Walk,
154,5,2024-06-20T20:11:10Z,10,,,2,,,,End Yellow Clearance,,Dropped
414,1,2024-06-20T20:11:10Z,10,,,1,,,,End Yellow Clearance,,Registered
977,2,2024-06-20T20:11:10Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
977,6,2024-06-20T20:11:10Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
